"Year","WEEK","Week Ending Date","REGION","State","City","Pneumonia and Influenza Deaths","All Deaths","<1 year (all cause deaths)","1-24 years (all cause deaths)","25-44 years","45-64 years (all cause deaths)","65+ years (all cause deaths)"
"1971","45","11/13/1971","5","FL","Miami","4","112","5","1","5","32","69"
"1971","46","11/20/1971","3","IN","Evansville","0","38","2","2","1","12","21"
"1971","47","11/27/1971","6","TN","Memphis","2","134","1","7","8","35","83"
"1971","47","11/27/1971","9","CA","Long Beach","2","97","1","1","3","23","69"
"1971","48","12/04/1971","7","TX","El Paso","3","72","14","4","5","3","46"
"1971","49","12/11/1971","6","TN","Nashville","5","100","6","3","10","18","63"
"1971","49","12/11/1971","9","OR","Portland","4","154","5","3","5","36","105"
"1971","50","12/18/1971","2","NY","Albany","0","59","6","1","4","13","35"
"1971","50","12/18/1971","6","AL","Mobile","1","61","0","2","5","17","37"
"1971","50","12/18/1971","9","CA","San Jose","3","44","2","1","0","13","28"
"1971","51","12/25/1971","4","MN","Duluth","0","28","0","0","2","4","22"
"1971","51","12/25/1971","7","AR","Little Rock","0","38","4","3","2","8","21"
"1972","2","01/15/1972","2","NY","New York","111","2021","50","71","143","518","1239"
"1972","3","01/22/1972","1","MA","Lowell","5","36","0","1","3","7","25"
"1972","3","01/22/1972","7","LA","New Orleans","10","192","9","6","20","52","105"
"1972","4","01/29/1972","2","NY","Rochester","19","142","4","3","4","34","97"
"1972","4","01/29/1972","5","GA","Savannah","7","51","4","3","7","7","30"
"1972","5","02/05/1972","7","TX","El Paso","2","57","7","0","3","12","35"
"1972","6","02/12/1972","6","TN","Knoxville","1","40","0","0","2","8","30"
"1972","10","03/11/1972","6","AL","Montgomery","5","40","1","0","2","11","26"
"1972","11","03/18/1972","3","IL","Chicago","16","670","38","22","48","196","366"
"1972","13","04/01/1972","1","MA","Cambridge","8","30","0","0","2","9","19"
"1972","14","04/08/1972","7","OK","Tulsa","8","78","2","5","5","18","48"
"1972","14","04/08/1972","8","UT","Salt Lake City","1","58","2","5","7","13","31"
"1972","15","04/15/1972","2","NJ","Paterson","2","47","1","3","0","12","31"
"1972","15","04/15/1972","5","GA","Savannah","3","45","3","2","7","12","21"
"1972","16","04/22/1972","3","OH","Toledo","5","124","4","1","4","31","84"
"1972","16","04/22/1972","9","OR","Portland","2","132","3","3","5","32","89"
"1972","17","04/29/1972","5","FL","Miami","2","88","8","9","2","20","49"
"1972","18","05/06/1972","5","FL","Jacksonville","0","82","5","2","3","17","55"
"1972","18","05/06/1972","9","CA","Glendale","0","37","0","0","1","8","28"
"1972","19","05/13/1972","5","MD","Baltimore","6","215","8","9","15","80","103"
"1972","19","05/13/1972","7","TX","San Antonio","4","135","12","6","10","33","74"
"1972","19","05/13/1972","9","CA","Los Angeles","11","417","13","15","77","62","250"
"1972","21","05/27/1972","2","NJ","Trenton","2","39","2","1","5","9","22"
"1972","21","05/27/1972","2","PA","Scranton","1","25","0","1","0","6","18"
"1972","21","05/27/1972","7","LA","New Orleans","5","173","6","7","14","70","76"
"1972","22","06/03/1972","3","IN","South Bend","2","44","0","3","3","9","29"
"1972","22","06/03/1972","3","OH","Youngstown","1","52","2","1","1","19","29"
"1972","22","06/03/1972","4","IA","Des Moines","1","38","2","2","5","12","17"
"1972","22","06/03/1972","5","NC","Charlotte","1","51","8","3","2","15","23"
"1972","26","07/01/1972","5","FL","Tampa","3","77","0","5","9","24","39"
"1972","28","07/15/1972","9","HI","Honolulu","0","35","1","4","2","11","17"
"1972","29","07/22/1972","9","HI","Honolulu","2","47","2","1","3","13","28"
"1972","30","07/29/1972","4","MN","Saint Paul","1","64","2","0","2","12","48"
"1972","30","07/29/1972","6","TN","Memphis","7","155","10","14","11","36","84"
"1972","30","07/29/1972","7","TX","San Antonio","3","137","13","7","15","27","75"
"1972","31","08/05/1972","5","DC","Washington","8","265","3","16","18","75","153"
"1972","32","08/12/1972","5","MD","Baltimore","4","231","9","10","12","78","122"
"1972","33","08/19/1972","1","MA","Springfield","3","47","4","1","2","10","30"
"1972","34","08/26/1972","4","MO","Saint Louis","3","228","11","9","20","62","126"
"1972","34","08/26/1972","6","AL","Birmingham","0","84","5","6","5","22","46"
"1972","36","09/09/1972","1","CT","New Haven","1","43","3","1","1","13","25"
"1972","37","09/16/1972","8","NV","Las Vegas","1","12","0","0","0","3","9"
"1972","38","09/23/1972","2","NY","Buffalo","4","150","11","6","6","43","84"
"1972","38","09/23/1972","9","CA","San Francisco","6","191","7","11","13","61","99"
"1972","39","09/30/1972","1","MA","Boston","26","217","12","9","12","62","122"
"1972","42","10/21/1972","2","NY","Yonkers","6","51","0","0","4","13","34"
"1972","43","10/28/1972","3","IL","Rockford","4","41","4","1","2","11","23"
"1972","43","10/28/1972","3","IN","Evansville","3","45","3","1","0","12","29"
"1972","44","11/04/1972","9","CA","San Francisco","6","179","4","7","19","55","94"
"1972","45","11/11/1972","7","AR","Little Rock","7","57","7","1","4","11","34"
"1972","45","11/11/1972","8","NV","Las Vegas","1","19","0","2","3","5","9"
"1972","46","11/18/1972","9","WA","Spokane","2","53","4","1","1","12","35"
"1972","47","11/25/1972","7","TX","Corpus Christi","1","26","1","2","4","5","14"
"1972","49","12/09/1972","2","NJ","Camden","3","43","2","0","2","15","24"
"1972","50","12/16/1972","2","NY","Syracuse","1","78","2","1","6","21","48"
"1972","52","12/30/1972","8","NV","Las Vegas","3","6","0","0","1","4","1"
"1973","1","01/06/1973","1","CT","Waterbury","1","51","0","0","1","11","39"
"1973","2","01/13/1973","1","CT","Bridgeport","7","68","1","1","3","21","42"
"1973","2","01/13/1973","2","NJ","Elizabeth","1","27","0","1","2","5","19"
"1973","2","01/13/1973","4","IA","Des Moines","3","99","4","2","9","18","66"
"1973","2","01/13/1973","5","MD","Baltimore","3","168","6","7","15","51","89"
"1973","2","01/13/1973","7","TX","Fort Worth","6","83","3","5","9","16","50"
"1973","5","02/03/1973","3","WI","Milwaukee","8","155","3","4","9","43","96"
"1973","6","02/10/1973","2","NY","Syracuse","6","88","1","0","6","19","62"
"1973","6","02/10/1973","2","PA","Pittsburgh","24","206","9","6","11","57","123"
"1973","6","02/10/1973","3","IN","Indianapolis","3","173","6","8","9","56","94"
"1973","6","02/10/1973","8","NM","Albuquerque","11","48","0","0","2","16","30"
"1973","7","02/17/1973","2","NY","Albany","1","52","1","3","5","14","29"
"1973","9","03/03/1973","5","DE","Wilimington","3","69","3","1","4","25","36"
"1973","10","03/10/1973","7","TX","Fort Worth","5","88","3","4","7","21","53"
"1973","13","03/31/1973","3",NA,NA,"4","26","2","2","0","5","17"
"1973","13","03/31/1973","4","NE","Omaha","0","80","3","6","7","17","47"
"1973","14","04/07/1973","7","LA","Shreveport","4","69","4","2","3","15","45"
"1973","17","04/28/1973","1","MA","Worcester","2","56","1","3","2","11","39"
"1973","17","04/28/1973","8","NM","Albuquerque","3","46","2","1","4","11","28"
"1973","19","05/12/1973","1","MA","Cambridge","1","20","0","0","0","6","14"
"1973","19","05/12/1973","7","TX","Corpus Christi","0","34","4","1","3","13","13"
"1973","21","05/26/1973","2","NY","Schenectady","0","30","0","1","0","10","19"
"1973","21","05/26/1973","7","OK","Tulsa","2","56","1","1","4","9","41"
"1973","22","06/02/1973","3","IN","South Bend","4","41","0","1","1","14","25"
"1973","22","06/02/1973","8","UT","Ogden","0","25","0","1","3","6","15"
"1973","23","06/09/1973","2","NJ","Newark","4","81","6","7","9","22","37"
"1973","23","06/09/1973","9","HI","Honolulu","2","60","2","4","2","18","34"
"1973","24","06/16/1973","8","NM","Albuquerque","4","59","1","6","10","16","26"
"1973","26","06/30/1973","8","AZ","Tucson","1","58","3","0","5","16","34"
"1973","26","06/30/1973","8","CO","Denver","4","121","12","8","6","21","74"
"1973","27","07/07/1973","5","GA","Atlanta","4","103","6","3","16","37","41"
"1973","27","07/07/1973","8","CO","Colorado Springs","1","27","0","2","4","9","12"
"1973","29","07/21/1973","2","NJ","Elizabeth","0","34","0","1","0","15","18"
"1973","30","07/28/1973","1","MA","Somerville","0","13","0","0","1","3","9"
"1973","31","08/04/1973","4","MN","Minneapolis","2","98","4","5","6","28","55"
"1973","32","08/11/1973","6",NA,NA,"8","140","6","10","7","50","67"
"1973","33","08/18/1973","3","IN","South Bend","3","47","2","4","1","14","26"
"1973","33","08/18/1973","4","NE","Lincoln","0","23","1","1","1","5","15"
"1973","34","08/25/1973","3","OH","Akron","0","65","4","4","7","15","35"
"1973","36","09/08/1973","8","AZ","Tucson","0","62","3","2","5","23","29"
"1973","36","09/08/1973","9","CA","Los Angeles","6","279","12","15","19","67","166"
"1973","36","09/08/1973","9","CA","Sacramento","1","56","2","1","2","18","33"
"1973","37","09/15/1973","7","AR","Little Rock","3","88","6","5","5","29","43"
"1973","38","09/22/1973","9","CA","Fresno","0","58","7","4","6","8","33"
"1973","40","10/06/1973","5","DC","Washington","9","218","6","13","15","75","109"
"1973","42","10/20/1973","9",NA,NA,"0","69","2","1","6","15","45"
"1973","43","10/27/1973","4","NE","Lincoln","3","41","1","0","1","3","36"
"1973","46","11/17/1973","2","NY","Rochester","7","117","4","3","8","28","74"
"1973","47","11/24/1973","1","CT","Hartford","1","53","2","2","2","10","37"
"1973","47","11/24/1973","3","MI","Grand Rapids","3","50","2","2","1","16","29"
"1973","49","12/08/1973","2","NY","Buffalo","5","134","4","4","8","33","85"
"1973","50","12/15/1973","3","WI","Milwaukee","3","142","1","2","4","37","98"
"1973","52","12/29/1973","1","MA","Springfield","1","39","0","1","1","10","27"
"1974","1","01/05/1974","2","NJ","Jersey City","2","50","0","0","4","13","33"
"1974","1","01/05/1974","9","OR","Portland","2","120","2","4","4","35","75"
"1974","2","01/12/1974","3","OH","Akron","0","66","4","1","5","11","45"
"1974","2","01/12/1974","6","TN","Memphis","1","156","11","13","14","60","58"
"1974","3","01/19/1974","1","MA","Worcester","0","65","1","1","2","10","51"
"1974","3","01/19/1974","3",NA,NA,"8","42","2","2","2","11","25"
"1974","3","01/19/1974","7","TX","Corpus Christi","3","48","4","1","4","16","23"
"1974","4","01/26/1974","2","NJ","Camden","0","33","4","0","1","10","18"
"1974","4","01/26/1974","7","TX","El Paso","9","60","5","5","5","15","30"
"1974","4","01/26/1974","9","CA","Sacramento","2","66","2","2","4","24","34"
"1974","6","02/09/1974","8","CO","Pueblo","1","13","0","0","1","3","9"
"1974","9","03/02/1974","5","GA","Savannah","1","44","2","0","0","19","23"
"1974","11","03/16/1974","2","NY","Rochester","11","135","1","4","6","23","101"
"1974","11","03/16/1974","5","DC","Washington","13","301","80","13","16","63","129"
"1974","12","03/23/1974","9","WA","Tacoma","0","28","0","1","3","7","17"
"1974","13","03/30/1974","2","PA","Philadelphia","11","414","14","14","28","124","234"
"1974","14","04/06/1974","2","NJ","Jersey City","2","71","7","1","3","12","48"
"1974","15","04/13/1974","9","CA","Berkeley","0","10","0","0","0","1","9"
"1974","16","04/20/1974","2","NY","Rochester","17","164","1","4","7","36","116"
"1974","16","04/20/1974","7","TX","Corpus Christi","1","44","3","5","0","9","27"
"1974","17","04/27/1974","5","FL","Miami","8","86","1","4","3","32","46"
"1974","19","05/11/1974","3","OH","Cleveland","3","204","11","7","12","63","111"
"1974","19","05/11/1974","4","IA","Des Moines","0","40","1","0","3","8","28"
"1974","21","05/25/1974","2","PA","Philadelphia","6","402","21","14","23","116","228"
"1974","23","06/08/1974","2","PA","Scranton","3","48","1","0","4","10","33"
"1974","23","06/08/1974","7","LA","New Orleans","4","136","7","7","13","32","77"
"1974","24","06/15/1974","8","UT","Ogden","0","15","0","2","1","6","6"
"1974","26","06/29/1974","7","TX","Houston","6","265","9","16","21","91","128"
"1974","26","06/29/1974","8","NV","Las Vegas","0","40","0","7","7","15","11"
"1974","26","06/29/1974","9",NA,NA,"1","91","5","1","8","19","58"
"1974","28","07/13/1974","3","IL","Chicago","16","721","24","32","53","192","420"
"1974","28","07/13/1974","3","IN","South Bend","3","46","2","3","6","9","26"
"1974","28","07/13/1974","7","OK","Tulsa","6","66","3","2","3","16","42"
"1974","29","07/20/1974","9","CA","Long Beach","1","75","1","1","4","26","43"
"1974","29","07/20/1974","9","CA","San Jose","0","60","6","1","3","15","35"
"1974","30","07/27/1974","4","NE","Omaha","1","79","5","3","1","17","53"
"1974","31","08/03/1974","2","NJ","Trenton","4","49","2","0","1","21","25"
"1974","32","08/10/1974","5","FL","Saint Petersburg","5","107","0","0","2","11","94"
"1974","34","08/24/1974","1","MA","Lowell","0","24","2","1","0","7","14"
"1974","34","08/24/1974","2","NJ","Camden","4","39","3","4","1","8","23"
"1974","34","08/24/1974","7","TX","El Paso","2","51","2","6","6","10","27"
"1974","34","08/24/1974","9","CA","Berkeley","0","18","0","1","2","2","13"
"1974","35","08/31/1974","2","NJ","Trenton","0","38","2","0","1","12","23"
"1974","35","08/31/1974","4","IA","Des Moines","1","48","4","3","2","7","32"
"1974","36","09/07/1974","1","MA","Worcester","0","49","1","0","1","10","37"
"1974","36","09/07/1974","2","NJ","Trenton","3","36","1","2","1","6","26"
"1974","37","09/14/1974","5","GA","Savannah","2","34","1","2","0","14","17"
"1974","38","09/21/1974","8","CO","Denver","3","111","4","2","10","43","52"
"1974","39","09/28/1974","9","WA","Tacoma","0","39","0","1","3","11","24"
"1974","40","10/05/1974","3","OH","Canton","1","42","2","1","3","16","20"
"1974","41","10/12/1974","5","FL","Miami","1","138","6","5","13","39","75"
"1974","41","10/12/1974","7","TX","San Antonio","1","103","8","9","13","24","49"
"1974","42","10/19/1974","4","IA","Des Moines","4","52","1","3","1","10","37"
"1974","43","10/26/1974","1","CT","Waterbury","1","34","1","0","1","7","25"
"1974","43","10/26/1974","2","NJ","Trenton","1","31","2","1","0","9","19"
"1974","44","11/02/1974","1","RI","Providence","4","61","2","2","2","20","35"
"1974","47","11/23/1974","7","LA","Baton Rouge","0","39","2","3","2","6","26"
"1974","49","12/07/1974","3","IN","Indianapolis","2","196","4","8","10","56","118"
"1974","49","12/07/1974","5","FL","Tampa","10","81","3","6","5","27","40"
"1974","49","12/07/1974","9","CA","San Jose","1","64","2","3","4","17","38"
"1974","50","12/14/1974","3","IN","Evansville","3","42","2","3","1","6","30"
"1974","50","12/14/1974","4","MO","Kansas City","2","117","5","6","5","25","76"
"1974","50","12/14/1974","5","MD","Baltimore","10","329","16","13","27","107","166"
"1974","50","12/14/1974","6","AL","Mobile","2","85","1","3","4","26","51"
"1974","51","12/21/1974","3","OH","Youngstown","1","67","2","3","3","21","38"
"1974","52","12/28/1974","4","MO","Kansas City","5","113","7","5","9","27","65"
"1975","1","01/04/1975","3","IL","Rockford","4","42","1","0","2","7","32"
"1975","1","01/04/1975","9","CA","Pasadena","2","35","2","2","1","6","24"
"1975","2","01/11/1975","4","NE","Lincoln","2","44","1","1","4","5","33"
"1975","3","01/18/1975","6","TN","Chattanooga","10","69","1","1","3","18","46"
"1975","4","01/25/1975","9","CA","San Francisco","8","190","6","7","9","53","115"
"1975","4","01/25/1975","9","WA","Seattle","5","167","8","5","11","39","104"
"1975","5","02/01/1975","8","UT","Ogden","5","29","1","1","0","3","24"
"1975","6","02/08/1975","1","CT","Hartford","3","64","1","3","5","20","35"
"1975","6","02/08/1975","7","TX","Houston","17","268","17","15","35","70","131"
"1975","8","02/22/1975","2","NY","Buffalo","15","153","7","3","5","36","102"
"1975","8","02/22/1975","6","TN","Knoxville","2","46","0","1","1","11","33"
"1975","9","03/01/1975","8","UT","Ogden","11","36","1","1","1","9","24"
"1975","10","03/08/1975","4","NE","Omaha","3","79","4","5","3","20","47"
"1975","10","03/08/1975","7","LA","Baton Rouge","4","39","2","2","2","15","18"
"1975","10","03/08/1975","7","TX","Corpus Christi","2","27","1","3","1","6","16"
"1975","11","03/15/1975","1","CT","Bridgeport","1","40","1","0","1","10","28"
"1975","11","03/15/1975","2","NY","Yonkers","11","48","0","0","1","7","40"
"1975","11","03/15/1975","4","MO","Saint Louis","9","197","8","5","10","37","137"
"1975","12","03/22/1975","1","MA","Lynn","4","24","0","0","2","9","13"
"1975","13","03/29/1975","2","NJ","Newark","2","44","2","2","5","13","22"
"1975","13","03/29/1975","9","CA","Pasadena","0","32","2","2","0","6","22"
"1975","14","04/05/1975","7","TX","El Paso","1","55","1","3","6","16","29"
"1975","15","04/12/1975","3","IN","Evansville","0","42","1","1","2","8","30"
"1975","17","04/26/1975","2","NY","Yonkers","3","38","0","2","0","5","31"
"1975","17","04/26/1975","2","PA","Reading","1","31","0","0","0","9","22"
"1975","18","05/03/1975","2","PA","Allentown","2","26","2","0","1","5","18"
"1975","18","05/03/1975","5","DE","Wilimington","3","23","2","0","1","17","3"
"1975","18","05/03/1975","7","TX","San Antonio","1","155","5","13","13","32","92"
"1975","18","05/03/1975","9","CA","Fresno","1","63","5","3","4","15","36"
"1975","19","05/10/1975","4","NE","Lincoln","2","32","0","1","2","3","26"
"1975","21","05/24/1975","5","NC","Charlotte","2","47","4","2","4","11","26"
"1975","21","05/24/1975","7","OK","Tulsa","6","74","3","4","4","16","47"
"1975","21","05/24/1975","8","NV","Las Vegas","0","22","0","0","2","6","14"
"1975","23","06/07/1975","2","NJ","Paterson","0","36","4","2","1","5","24"
"1975","23","06/07/1975","9","HI","Honolulu","4","54","6","3","3","13","29"
"1975","24","06/14/1975","8","AZ","Tucson","0","61","2","3","5","20","31"
"1975","25","06/21/1975","9","CA","Pasadena","1","35","1","2","0","10","22"
"1975","27","07/05/1975","9","CA","Berkeley","0","7","0","0","0","0","7"
"1975","28","07/12/1975","1","MA","Boston","12","232","8","12","17","71","124"
"1975","29","07/19/1975","4","KS","Kansas City","1","41","0","3","4","11","23"
"1975","29","07/19/1975","6","TN","Nashville","2","116","4","12","11","35","54"
"1975","30","07/26/1975","9","CA","Glendale","1","24","1","0","2","8","13"
"1975","31","08/02/1975","3","OH","Canton","5","42","1","1","3","13","24"
"1975","31","08/02/1975","4","MO","Kansas City","3","109","5","4","2","28","70"
"1975","31","08/02/1975","5","MD","Baltimore","2","224","8","18","12","71","115"
"1975","36","09/06/1975","3","OH","Cincinnati","1","112","3","3","6","35","65"
"1975","36","09/06/1975","5","FL","Jacksonville","0","55","4","1","4","17","29"
"1975","36","09/06/1975","7","AR","Little Rock","1","44","3","1","4","5","31"
"1975","39","09/27/1975","2","NJ","Newark","4","56","7","2","9","12","26"
"1975","39","09/27/1975","8","CO","Denver","3","37","3","2","3","11","18"
"1975","40","10/04/1975","1","MA","Fall River","0","26","0","1","2","6","17"
"1975","40","10/04/1975","3","OH","Canton","1","37","0","1","1","15","20"
"1975","41","10/11/1975","3","IN","Indianapolis","3","142","11","7","6","26","92"
"1975","41","10/11/1975","9","WA","Tacoma","1","41","0","0","1","9","31"
"1975","43","10/25/1975","5","DC","Washington","7","159","10","7","17","45","80"
"1975","45","11/08/1975","2","NJ","Camden","0","31","1","0","1","8","21"
"1975","48","11/29/1975","5","FL","Tampa","1","38","2","2","1","11","22"
"1975","48","11/29/1975","9","CA","Pasadena","1","22","0","1","2","2","17"
"1975","49","12/06/1975","3","IN","South Bend","2","51","3","0","0","13","35"
"1975","50","12/13/1975","9","WA","Seattle","7","182","5","4","10","46","117"
"1975","51","12/20/1975","3","IN","South Bend","2","40","0","1","1","5","33"
"1975","51","12/20/1975","4","MN","Duluth","3","25","0","1","1","7","16"
"1976","52","01/01/1977","9","WA","Seattle","3","155","13","8","4","45","85"
"1976","1","01/10/1976","3","IN","Fort Wayne","9","102","3","7","3","24","65"
"1976","1","01/10/1976","3","OH","Toledo","0","125","2","7","6","24","86"
"1976","2","01/17/1976","2","NJ","Camden","1","34","0","2","0","10","22"
"1976","2","01/17/1976","3","IN","South Bend","4","58","0","4","0","15","39"
"1976","3","01/24/1976","4","MO","Saint Louis","10","236","11","4","11","71","139"
"1976","3","01/24/1976","9","CA","San Jose","0","36","0","4","0","10","22"
"1976","4","01/31/1976","2","NY","Yonkers","4","41","1","1","0","11","28"
"1976","6","02/14/1976","1","MA","Boston","55","285","10","12","16","67","180"
"1976","8","02/28/1976","2","PA","Scranton","7","52","0","0","1","11","40"
"1976","8","02/28/1976","3","IN","Gary","0","16","1","0","2","5","8"
"1976","8","02/28/1976","9","CA","Sacramento","0","81","1","2","3","19","56"
"1976","9","03/06/1976","2","NJ","Camden","2","46","1","2","3","10","30"
"1976","9","03/06/1976","5","FL","Saint Petersburg","8","103","1","0","1","11","90"
"1976","11","03/20/1976","2","PA","Pittsburgh","22","202","7","1","12","50","132"
"1976","11","03/20/1976","6","AL","Montgomery","8","46","2","2","1","10","31"
"1976","12","03/27/1976","8","NV","Las Vegas","2","31","0","2","3","7","19"
"1976","13","04/03/1976","9","CA","Long Beach","4","94","4","0","2","24","64"
"1976","15","04/17/1976","2","PA","Allentown","1","21","0","0","3","3","15"
"1976","16","04/24/1976","6","TN","Knoxville","2","46","4","2","1","7","32"
"1976","17","05/01/1976","1","CT","Waterbury","1","31","0","1","1","7","22"
"1976","18","05/08/1976","6","AL","Mobile","2","43","3","2","3","8","27"
"1976","21","05/29/1976","1","MA","Lowell","2","21","0","0","0","7","14"
"1976","22","06/05/1976","5","FL","Saint Petersburg","0","64","6","0","0","11","47"
"1976","22","06/05/1976","9",NA,NA,"1","57","2","0","4","16","35"
"1976","23","06/12/1976","6","AL","Montgomery","3","42","0","1","2","14","25"
"1976","25","06/26/1976","2","NJ","Jersey City","0","25","1","1","2","6","15"
"1976","25","06/26/1976","6","AL","Montgomery","3","26","2","0","1","7","16"
"1976","26","07/03/1976","5","FL","Jacksonville","5","109","10","8","7","29","55"
"1976","26","07/03/1976","6","TN","Nashville","4","92","3","4","6","21","58"
"1976","26","07/03/1976","8","UT","Salt Lake City","3","52","2","2","4","8","36"
"1976","28","07/17/1976","3","IN","Evansville","3","37","1","2","2","7","25"
"1976","29","07/24/1976","1","CT","Waterbury","2","23","1","2","1","4","15"
"1976","29","07/24/1976","3","IN","Indianapolis","0","123","3","7","9","37","67"
"1976","29","07/24/1976","9","CA","Sacramento","0","59","1","4","4","14","36"
"1976","30","07/31/1976","1","CT","Bridgeport","4","32","0","0","1","13","18"
"1976","30","07/31/1976","6",NA,NA,"7","113","5","5","13","31","59"
"1976","32","08/14/1976","1","CT","New Haven","0","43","0","2","4","10","27"
"1976","32","08/14/1976","8","CO","Colorado Springs","3","30","0","4","2","5","19"
"1976","33","08/21/1976","2","NY","Rochester","2","110","4","11","6","32","57"
"1976","33","08/21/1976","7","TX","San Antonio","1","151","3","14","9","37","88"
"1976","34","08/28/1976","4","MN","Saint Paul","2","73","3","0","2","14","54"
"1976","35","09/04/1976","5","DC","Washington","1","139","10","3","8","45","73"
"1976","36","09/11/1976","2","NJ","Paterson","1","20","1","0","1","6","12"
"1976","36","09/11/1976","8","AZ","Phoenix","0","84","9","1","8","28","38"
"1976","37","09/18/1976","8","AZ","Phoenix","0","100","8","4","7","23","58"
"1976","37","09/18/1976","9","WA","Tacoma","1","32","0","0","0","10","22"
"1976","38","09/25/1976","7","OK","Tulsa","1","70","2","6","6","23","33"
"1976","39","10/02/1976","9","CA","Berkeley","0","15","0","0","1","7","7"
"1976","40","10/09/1976","2","PA","Allentown","1","15","0","0","0","4","11"
"1976","41","10/16/1976","5","FL","Miami","4","114","3","3","5","35","68"
"1976","42","10/23/1976","1","MA","Somerville","1","8","0","0","0","2","6"
"1976","43","10/30/1976","1","MA","Fall River","0","22","0","1","1","3","17"
"1976","43","10/30/1976","6","AL","Mobile","0","48","1","2","2","16","27"
"1976","44","11/06/1976","9","CA","Glendale","0","28","0","0","1","4","23"
"1976","44","11/06/1976","9","CA","San Jose","2","64","1","1","4","6","52"
"1976","46","11/20/1976","1","MA","Worcester","1","47","1","1","2","11","32"
"1976","46","11/20/1976","2","NY","Yonkers","2","25","0","0","3","2","20"
"1976","47","11/27/1976","3","IL","Chicago","7","495","28","18","32","150","267"
"1976","48","12/04/1976","9","CA","Fresno","1","67","5","2","4","16","40"
"1976","49","12/11/1976","1","MA","Lowell","2","21","2","1","2","8","8"
"1977","1","01/08/1977","8","NM","Albuquerque","4","53","1","2","5","17","28"
"1977","4","01/29/1977","3",NA,NA,"4","52","1","1","3","15","32"
"1977","6","02/12/1977","2","NJ","Camden","0","32","2","0","1","11","18"
"1977","12","03/26/1977","1","MA","Cambridge","3","26","0","0","0","1","25"
"1977","12","03/26/1977","4","MN","Duluth","2","13","1","0","1","4","7"
"1977","12","03/26/1977","8","NM","Albuquerque","3","52","2","2","4","13","31"
"1977","13","04/02/1977","3",NA,NA,"4","32","1","2","3","9","17"
"1977","13","04/02/1977","9","CA","Pasadena","1","37","0","1","1","7","28"
"1977","14","04/09/1977","2","NJ","Newark","2","28","2","4","2","7","13"
"1977","14","04/09/1977","2","PA","Pittsburgh","10","130","3","2","7","46","72"
"1977","14","04/09/1977","2","PA","Scranton","2","36","0","1","1","6","28"
"1977","14","04/09/1977","3","OH","Dayton","4","83","1","1","9","27","45"
"1977","14","04/09/1977","8","CO","Colorado Springs","3","36","0","3","1","8","24"
"1977","15","04/16/1977","2","NJ","Camden","1","41","2","3","4","10","22"
"1977","15","04/16/1977","7","LA","New Orleans","0","120","7","5","11","38","59"
"1977","16","04/23/1977","5","VA","Norfolk","5","49","4","5","4","14","22"
"1977","16","04/23/1977","6","TN","Memphis","6","159","9","8","14","46","82"
"1977","16","04/23/1977","8","AZ","Phoenix","3","145","4","6","15","35","85"
"1977","17","04/30/1977","8","CO","Colorado Springs","2","43","4","2","3","7","27"
"1977","18","05/07/1977","2","NJ","Elizabeth","0","36","1","1","3","6","25"
"1977","18","05/07/1977","3","WI","Milwaukee","4","145","6","3","6","37","93"
"1977","19","05/14/1977","2","NJ","Jersey City","3","44","2","1","3","9","29"
"1977","19","05/14/1977","3","OH","Columbus","7","129","3","7","3","45","71"
"1977","19","05/14/1977","8","AZ","Tucson","0","67","1","9","2","14","41"
"1977","21","05/28/1977","6","TN","Memphis","1","158","7","6","7","51","87"
"1977","21","05/28/1977","7","TX","El Paso","3","46","5","3","1","9","28"
"1977","22","06/04/1977","7","TX","Corpus Christi","1","27","5","1","1","8","12"
"1977","23","06/11/1977","2","PA","Scranton","2","53","0","1","2","13","37"
"1977","23","06/11/1977","5","GA","Atlanta","1","130","4","6","11","35","74"
"1977","24","06/18/1977","3","IL","Chicago","3","536","25","29","38","155","289"
"1977","24","06/18/1977","3","OH","Akron","0","70","5","3","7","15","40"
"1977","24","06/18/1977","9","WA","Spokane","1","39","1","2","0","9","27"
"1977","25","06/25/1977","2","NY","Syracuse","0","86","7","1","3","27","48"
"1977","25","06/25/1977","4","MN","Duluth","0","12","0","2","0","2","8"
"1977","25","06/25/1977","5","FL","Tampa","8","83","6","2","5","18","52"
"1977","25","06/25/1977","9","OR","Portland","0","126","3","5","6","32","80"
"1977","27","07/09/1977","4","MN","Duluth","4","9","0","1","0","3","5"
"1977","28","07/16/1977","2","NY","Utica","3","31","0","0","0","9","22"
"1977","29","07/23/1977","4","MO","Saint Louis","5","241","9","7","10","64","151"
"1977","29","07/23/1977","5","MD","Baltimore","6","206","8","9","3","65","121"
"1977","30","07/30/1977","2","NY","Yonkers","1","27","1","1","0","4","21"
"1977","31","08/06/1977","1","MA","Somerville","1","3","0","0","0","0","3"
"1977","31","08/06/1977","2","PA","Philadelphia","18","311","6","12","21","80","192"
"1977","31","08/06/1977","4","KS","Kansas City","2","33","0","2","1","2","28"
"1977","32","08/13/1977","3","OH","Columbus","7","93","4","1","5","26","57"
"1977","34","08/27/1977","2","NY","Schenectady","1","24","1","0","0","6","17"
"1977","35","09/03/1977","8","AZ","Tucson","0","65","2","0","7","20","36"
"1977","36","09/10/1977","2","PA","Allentown","0","24","1","1","2","6","14"
"1977","37","09/17/1977","2","PA","Allentown","1","19","2","1","0","3","13"
