"Year","WEEK","Week Ending Date","REGION","State","City","Pneumonia and Influenza Deaths","All Deaths","<1 year (all cause deaths)","1-24 years (all cause deaths)","25-44 years","45-64 years (all cause deaths)","65+ years (all cause deaths)"
"1990","9","03/03/1990","8","UT","Salt Lake City","1","45","3","2","1","10","29"
"1990","13","03/31/1990","3","OH","Cincinnati","18","125","5","4","9","28","79"
"1990","13","03/31/1990","4","MN","Duluth","1","21","0","1","1","7","12"
"1990","14","04/07/1990","6",NA,NA,"7","91","1","2","3","23","62"
"1990","14","04/07/1990","8","UT","Ogden","3","13","0","0","1","2","10"
"1990","15","04/14/1990","8","CO","Pueblo","2","22","0","1","1","1","19"
"1990","16","04/21/1990","3","IL","Rockford","2","46","0","1","3","7","35"
"1990","17","04/28/1990","3","OH","Columbus","13","168","6","5","17","30","110"
"1990","17","04/28/1990","3","OH","Youngstown","10","70","1","0","4","11","54"
"1990","17","04/28/1990","5","NC","Charlotte","9","82","5","2","12","12","51"
"1990","17","04/28/1990","9","HI","Honolulu","13","75","6","2","5","16","46"
"1990","20","05/19/1990","5","GA","Atlanta","10","169","9","6","22","50","82"
"1990","24","06/16/1990","5","FL","Tampa","2","77","7","3","7","21","38"
"1990","24","06/16/1990","9",NA,NA,"2","76","8","7","4","10","47"
"1990","25","06/23/1990","7","TX","Houston","18","734","16","24","89","169","436"
"1990","26","06/30/1990","5","DC","Washington","3","227","7","11","37","52","118"
"1990","27","07/07/1990","6","AL","Mobile","7","73","4","1","1","19","48"
"1990","27","07/07/1990","8","UT","Salt Lake City","0","40","2","1","7","5","25"
"1990","29","07/21/1990","7","AR","Little Rock","4","67","1","3","5","17","41"
"1990","29","07/21/1990","9","OR","Portland","4","162","3","2","13","24","120"
"1990","30","07/28/1990","2","PA","Reading","5","41","2","3","2","6","28"
"1990","31","08/04/1990","9","WA","Seattle","1","116","3","5","12","21","75"
"1990","35","09/01/1990","2","NJ","Camden","0","29","0","0","4","12","13"
"1990","36","09/08/1990","5","DC","Washington","5","180","13","15","30","45","76"
"1990","36","09/08/1990","9","CA","Fresno","8","104","3","3","13","24","61"
"1990","37","09/15/1990","2","NY","Yonkers","3","23","0","0","1","3","19"
"1990","37","09/15/1990","3","OH","Akron","0","52","0","2","3","14","33"
"1990","41","10/13/1990","7","AR","Little Rock","2","47","1","3","2","9","32"
"1990","41","10/13/1990","9","CA","Glendale","1","13","0","0","0","5","8"
"1990","42","10/20/1990","2","NY","Schenectady","1","28","0","1","1","3","23"
"1990","43","10/27/1990","3","MI","Detroit","6","209","8","8","24","42","127"
"1990","45","11/10/1990","5","DC","Washington","15","300","4","10","35","53","198"
"1990","47","11/24/1990","1","CT","New Haven","3","49","11","3","4","5","26"
"1990","50","12/15/1990","3","IN","Gary","0","18","0","1","1","4","12"
"1990","50","12/15/1990","3","OH","Canton","4","52","0","0","1","9","42"
"1990","50","12/15/1990","7","TX","Corpus Christi","4","55","3","5","2","17","28"
"1990","51","12/22/1990","8","UT","Ogden","2","29","1","1","0","5","22"
"1990","51","12/22/1990","9","CA","Los Angeles","20","395","5","8","46","74","260"
"1990","52","12/29/1990","7","LA","Shreveport","9","71","0","4","6","13","48"
"1991","2","01/12/1991","7","LA","Baton Rouge","2","49","1","1","5","12","30"
"1991","3","01/19/1991","8","UT","Salt Lake City","4","51","1","2","9","10","29"
"1991","4","01/26/1991","2","NY","Schenectady","0","25","0","0","0","6","19"
"1991","5","02/02/1991","4","NE","Omaha","7","92","1","2","4","17","68"
"1991","5","02/02/1991","7","TX","San Antonio","9","211","6","6","10","39","150"
"1991","6","02/09/1991","8","CO","Denver","4","114","5","7","13","21","68"
"1991","6","02/09/1991","9","HI","Honolulu","11","91","5","1","6","19","60"
"1991","7","02/16/1991","3","WI","Milwaukee","13","138","4","3","9","23","99"
"1991","7","02/16/1991","5","VA","Norfolk","6","67","6","5","7","10","37"
"1991","9","03/02/1991","2","NY","Albany","3","59","2","3","3","12","39"
"1991","10","03/09/1991","3","OH","Cincinnati","13","154","5","4","10","30","105"
"1991","10","03/09/1991","6",NA,NA,"3","55","1","1","3","15","35"
"1991","11","03/16/1991","3","IN","Indianapolis","20","194","4","6","15","37","132"
"1991","11","03/16/1991","6","AL","Montgomery","6","55","0","0","4","11","40"
"1991","11","03/16/1991","9","HI","Honolulu","9","97","3","4","9","14","67"
"1991","12","03/23/1991","4","IA","Des Moines","7","68","6","1","1","7","53"
"1991","12","03/23/1991","8","CO","Colorado Springs","2","49","0","2","9","9","29"
"1991","13","03/30/1991","2","NY","Yonkers","2","24","0","0","0","1","23"
"1991","13","03/30/1991","5","MD","Baltimore","23","225","13","3","35","45","129"
"1991","13","03/30/1991","9","CA","Sacramento","17","151","2","0","11","30","108"
"1991","13","03/30/1991","9","CA","San Jose","16","194","8","3","16","37","130"
"1991","14","04/06/1991","2","PA","Reading","7","27","0","1","1","4","21"
"1991","16","04/20/1991","3","IN","Fort Wayne","4","66","0","0","3","12","51"
"1991","16","04/20/1991","7","LA","New Orleans","0","170","0","7","19","36","108"
"1991","16","04/20/1991","7","TX","Corpus Christi","0","50","2","3","5","7","33"
"1991","17","04/27/1991","9","CA","Berkeley","3","24","0","0","3","4","17"
"1991","17","04/27/1991","9","CA","Sacramento","15","159","5","0","14","28","112"
"1991","17","04/27/1991","9","CA","San Jose","10","174","5","1","13","35","120"
"1991","19","05/11/1991","2","NJ","Trenton","1","23","1","0","1","5","16"
"1991","20","05/18/1991","9","CA","Sacramento","11","141","5","5","14","29","88"
"1991","23","06/08/1991","4","MN","Saint Paul","3","49","0","1","3","7","38"
"1991","24","06/15/1991","6","TN","Memphis","12","164","14","3","15","21","110"
"1991","26","06/29/1991","2","PA","Erie","4","52","2","0","5","7","38"
"1991","26","06/29/1991","5","FL","Saint Petersburg","0","79","1","3","5","6","64"
"1991","27","07/06/1991","1","CT","Bridgeport","1","41","1","2","3","6","29"
"1991","27","07/06/1991","1","CT","Waterbury","3","36","0","0","3","5","28"
"1991","27","07/06/1991","2","NY","Albany","4","61","6","2","9","12","32"
"1991","28","07/13/1991","1","CT","New Haven","5","37","1","2","2","2","30"
"1991","28","07/13/1991","2","NJ","Newark","9","73","6","5","25","13","24"
"1991","28","07/13/1991","3","MI","Grand Rapids","4","48","3","0","3","8","34"
"1991","28","07/13/1991","8","AZ","Tucson","8","123","2","4","13","17","87"
"1991","31","08/03/1991","1","MA","Lowell","0","29","0","0","1","7","21"
"1991","31","08/03/1991","5","FL","Miami","0","104","3","2","7","30","62"
"1991","31","08/03/1991","7","LA","Baton Rouge","1","63","1","3","8","11","40"
"1991","31","08/03/1991","7","OK","Tulsa","4","86","2","1","7","16","60"
"1991","32","08/10/1991","6","TN","Chattanooga","6","63","0","2","4","11","46"
"1991","33","08/17/1991","5","DE","Wilimington","0","23","0","0","0","3","20"
"1991","33","08/17/1991","9","WA","Seattle","0","139","6","5","14","21","93"
"1991","34","08/24/1991","4","IA","Des Moines","2","53","3","5","0","9","36"
"1991","37","09/14/1991","9","CA","San Francisco","1","164","4","3","29","34","94"
"1991","38","09/21/1991","1","MA","Lowell","2","19","0","2","1","5","11"
"1991","38","09/21/1991","6","AL","Mobile","4","89","2","3","7","19","58"
"1991","38","09/21/1991","7","TX","Dallas","4","185","8","19","29","35","94"
"1991","39","09/28/1991","1","RI","Providence","2","42","0","1","2","10","29"
"1991","41","10/12/1991","1","CT","Hartford","1","66","4","3","1","12","46"
"1991","41","10/12/1991","1","CT","New Haven","3","31","0","0","1","4","26"
"1991","42","10/19/1991","2","NJ","Newark","1","62","3","1","14","14","30"
"1991","42","10/19/1991","7","TX","Dallas","7","165","3","8","25","39","90"
"1991","44","11/02/1991","7","LA","Shreveport","2","56","2","1","4","10","39"
"1991","44","11/02/1991","7","TX","San Antonio","8","206","11","11","19","37","128"
"1991","45","11/09/1991","2","PA","Philadelphia","15","279","10","8","33","63","165"
"1991","46","11/16/1991","6","TN","Chattanooga","6","66","2","1","3","14","46"
"1991","47","11/23/1991","2","NJ","Elizabeth","0","29","1","0","8","2","18"
"1991","47","11/23/1991","3","IL","Rockford","5","49","0","1","3","6","39"
"1991","49","12/07/1991","9","HI","Honolulu","7","121","2","4","9","23","83"
"1991","50","12/14/1991","4","MN","Duluth","2","27","0","0","2","5","20"
"1992","1","01/04/1992","8","NM","Albuquerque","6","89","2","3","5","17","62"
"1992","2","01/11/1992","1","MA","Cambridge","3","40","0","0","3","3","34"
"1992","2","01/11/1992","3","OH","Canton","4","47","1","1","2","9","34"
"1992","2","01/11/1992","7","LA","Baton Rouge","3","84","1","2","5","18","58"
"1992","3","01/18/1992","1","CT","Bridgeport","2","48","0","2","4","4","38"
"1992","3","01/18/1992","3","MI","Detroit","10","201","13","15","25","42","106"
"1992","5","02/01/1992","1","CT","Waterbury","3","42","0","0","1","3","38"
"1992","7","02/15/1992","3","MI","Detroit","3","225","9","10","25","59","121"
"1992","7","02/15/1992","4","MN","Minneapolis","16","116","2","5","6","20","83"
"1992","7","02/15/1992","4","MO","Saint Louis","1","126","3","2","8","12","101"
"1992","9","02/29/1992","4","MN","Duluth","3","26","0","1","1","3","21"
"1992","9","02/29/1992","5","VA","Richmond","9","109","3","0","14","25","67"
"1992","11","03/14/1992","3","IN","Gary","3","19","1","1","4","2","11"
"1992","11","03/14/1992","6",NA,NA,"7","56","0","1","5","18","32"
"1992","12","03/21/1992","3","OH","Dayton","8","106","1","1","6","28","70"
"1992","16","04/18/1992","6","AL","Montgomery","2","45","2","2","4","7","30"
"1992","16","04/18/1992","8","UT","Ogden","2","18","0","0","2","2","14"
"1992","17","04/25/1992","1","MA","Boston","7","167","2","4","18","35","107"
"1992","18","05/02/1992","1","MA","Lynn","2","18","0","0","0","5","13"
"1992","18","05/02/1992","2","NY","Buffalo","4","100","1","3","5","20","71"
"1992","18","05/02/1992","3","IN","Gary","0","12","1","1","1","2","7"
"1992","20","05/16/1992","1","MA","Boston","6","163","6","5","23","29","100"
"1992","21","05/23/1992","2","NY","Albany","4","56","2","0","6","14","34"
"1992","21","05/23/1992","8","NM","Albuquerque","4","79","1","4","12","13","49"
"1992","21","05/23/1992","9","OR","Portland","5","131","0","8","9","24","90"
"1992","22","05/30/1992","3","IN","Gary","0","10","0","1","2","3","4"
"1992","22","05/30/1992","4","IA","Des Moines","5","46","1","1","1","8","35"
"1992","25","06/20/1992","6","TN","Memphis","14","133","0","16","8","34","75"
"1992","26","06/27/1992","3","IN","Indianapolis","9","131","3","5","9","30","84"
"1992","26","06/27/1992","7","TX","Dallas","5","186","12","4","29","29","112"
"1992","27","07/04/1992","7","TX","Houston","38","358","28","26","65","56","183"
"1992","28","07/11/1992","3","OH","Akron","0","42","3","0","3","6","30"
"1992","29","07/18/1992","8","CO","Denver","2","117","8","5","13","16","75"
"1992","31","08/01/1992","4","MN","Saint Paul","4","58","1","0","2","6","49"
"1992","32","08/08/1992","6","AL","Mobile","4","67","4","2","9","6","46"
"1992","34","08/22/1992","1","CT","Bridgeport","0","37","2","0","1","8","26"
"1992","34","08/22/1992","3","IN","South Bend","1","45","4","1","2","7","31"
"1992","34","08/22/1992","7","TX","San Antonio","10","194","2","14","21","30","127"
"1992","34","08/22/1992","8","CO","Pueblo","2","15","0","0","1","1","13"
"1992","35","08/29/1992","9","CA","San Jose","13","138","5","4","14","31","84"
"1992","36","09/05/1992","6","KY","Lexington","6","75","2","2","3","8","60"
"1992","37","09/12/1992","2","NJ","Paterson","0","18","0","0","4","4","10"
"1992","38","09/19/1992","1","MA","Worcester","8","60","4","0","2","10","44"
"1992","38","09/19/1992","1","RI","Providence","0","36","0","0","4","5","27"
"1992","38","09/19/1992","9","CA","Los Angeles","15","489","6","33","81","93","273"
"1992","39","09/26/1992","5","VA","Richmond","2","86","2","1","5","21","57"
"1992","40","10/03/1992","4","NE","Omaha","2","62","0","0","6","11","45"
"1992","41","10/10/1992","1","RI","Providence","0","50","0","4","2","9","35"
"1992","41","10/10/1992","5","FL","Tampa","9","136","2","6","18","26","84"
"1992","43","10/24/1992","4","MN","Minneapolis","10","137","3","3","14","29","88"
"1992","43","10/24/1992","8","AZ","Phoenix","21","163","8","3","11","25","116"
"1992","44","10/31/1992","1","MA","New Bedford","1","31","0","1","1","3","26"
"1992","47","11/21/1992","3","OH","Canton","4","35","0","0","1","7","27"
"1992","50","12/12/1992","9","CA","San Francisco","2","165","1","1","40","37","86"
"1992","52","12/26/1992","2","NJ","Elizabeth","3","14","0","0","1","8","5"
"1992","52","12/26/1992","3","MI","Grand Rapids","4","62","2","1","7","10","42"
"1992","52","12/26/1992","3","OH","Cleveland","5","117","5","0","12","28","72"
"1992","52","12/26/1992","7","TX","El Paso","9","88","2","1","7","18","60"
"1993","52","01/01/1994","3","OH","Youngstown",NA,NA,NA,NA,NA,NA,NA
"1993","52","01/01/1994","8","CO","Pueblo","1","24","1","0","0","8","15"
"1993","1","01/09/1993","4","MO","Saint Louis","0","164","2","5","12","24","121"
"1993","1","01/09/1993","7","LA","New Orleans","0","149","3","5","17","29","95"
"1993","1","01/09/1993","9","CA","San Jose","22","235","3","3","19","42","168"
"1993","1","01/09/1993","9","HI","Honolulu","3","82","1","3","2","20","56"
"1993","4","01/30/1993","3","MI","Grand Rapids","8","92","4","0","3","17","68"
"1993","4","01/30/1993","6","KY","Lexington","11","80","2","0","8","23","47"
"1993","5","02/06/1993","3","OH","Akron","0","58","4","0","1","11","42"
"1993","6","02/13/1993","1","RI","Providence","11","57","0","1","3","11","42"
"1993","7","02/20/1993","3","WI","Milwaukee","14","130","5","4","6","25","90"
"1993","8","02/27/1993","5","NC","Charlotte","6","90","4","6","11","19","50"
"1993","9","03/06/1993","7","TX","Houston","42","412","9","24","59","93","227"
"1993","9","03/06/1993","9","CA","San Jose","30","202","1","3","19","35","144"
"1993","10","03/13/1993","6","KY","Lexington","15","100","3","2","7","22","66"
"1993","12","03/27/1993","2","NJ","Camden","5","50","1","2","9","11","27"
"1993","13","04/03/1993","1","MA","Fall River","4","43","0","0","4","3","36"
"1993","14","04/10/1993","3","MI","Grand Rapids","12","71","4","3","1","12","51"
"1993","14","04/10/1993","8","CO","Colorado Springs","5","37","2","2","5","5","23"
"1993","15","04/17/1993","5","VA","Richmond","5","86","2","2","11","20","51"
"1993","17","05/01/1993","3","OH","Toledo","16","125","3","2","4","18","98"
"1993","17","05/01/1993","4","NE","Lincoln","2","27","0","1","0","3","23"
"1993","17","05/01/1993","5","DE","Wilimington","0","28","0","0","2","2","24"
"1993","17","05/01/1993","5","VA","Norfolk","3","54","6","1","7","5","35"
"1993","18","05/08/1993","4","KS","Kansas City","2","28","1","0","3","9","15"
"1993","18","05/08/1993","9","OR","Portland","5","127","5","2","13","30","77"
"1993","20","05/22/1993","2","NY","Schenectady","1","28","0","0","0","6","22"
"1993","20","05/22/1993","3","OH","Cincinnati","11","173","11","6","13","33","110"
"1993","21","05/29/1993","9","CA","Long Beach","12","89","2","2","6","21","58"
"1993","23","06/12/1993","2","NJ","Newark","5","57","4","1","11","17","18"
"1993","24","06/19/1993","8","CO","Pueblo","0","29","0","0","1","9","19"
"1993","26","07/03/1993","1","RI","Providence","0","29","0","2","3","6","18"
"1993","26","07/03/1993","3","IN","Gary","0","11","0","2","4","0","5"
"1993","27","07/10/1993","7","TX","Corpus Christi","0","38","0","1","3","9","25"
"1993","28","07/17/1993","2","NJ","Trenton","4","37","0","0","7","7","23"
"1993","30","07/31/1993","8","CO","Denver","5","108","2","3","9","25","69"
"1993","32","08/14/1993","3","OH","Youngstown","2","68","1","1","6","6","53"
"1993","32","08/14/1993","6","AL","Montgomery","4","59","4","2","4","12","37"
"1993","32","08/14/1993","6","TN","Knoxville","4","89","0","1","5","16","67"
"1993","34","08/28/1993","1","MA","New Bedford","3","20","0","0","3","2","15"
"1993","34","08/28/1993","2","NJ","Jersey City","0","57","0","0","6","14","37"
"1993","34","08/28/1993","7","LA","Baton Rouge","0","38","0","2","2","5","29"
"1993","35","09/04/1993","1","MA","Lowell","1","19","0","1","1","2","15"
"1993","35","09/04/1993","3","IN","Gary","0","15","0","1","3","4","7"
"1993","37","09/18/1993","1","MA","Boston","18","145","3","3","19","31","89"
"1993","37","09/18/1993","5","FL","Jacksonville","4","120","8","3","17","25","67"
"1993","41","10/16/1993","2","PA","Philadelphia","12","295","15","14","27","56","181"
"1993","41","10/16/1993","8","AZ","Tucson","6","118","1","4","9","19","85"
"1993","41","10/16/1993","9","CA","Sacramento","16","178","3","6","18","32","119"
"1993","42","10/23/1993","3","MI","Detroit","1","227","9","13","27","51","127"
"1993","42","10/23/1993","3","OH","Cincinnati","5","115","3","5","10","23","74"
"1993","42","10/23/1993","8","CO","Pueblo","3","25","0","0","3","1","21"
"1993","43","10/30/1993","2","NJ","Elizabeth","4","21","0","0","0","7","14"
"1993","45","11/13/1993","1","MA","Fall River","1","27","0","2","4","4","17"
"1993","46","11/20/1993","2","NY","Yonkers","0","22","0","0","3","2","17"
"1993","46","11/20/1993","3","IL","Chicago","14","412","9","66","80","87","170"
"1993","46","11/20/1993","7","LA","Baton Rouge","4","84","0","5","10","11","58"
"1993","47","11/27/1993","9","CA","Pasadena","0","20","0","0","0","5","15"
"1993","47","11/27/1993","9","WA","Tacoma","6","73","1","0","3","13","56"
"1993","49","12/11/1993","1","MA","Lynn","1","15","0","0","2","1","12"
"1993","50","12/18/1993","7","AR","Little Rock","5","71","2","1","8","13","46"
"1993","50","12/18/1993","7","LA","Baton Rouge","3","33","3","1","4","7","18"
"1993","51","12/25/1993","5","MD","Baltimore","24","280","9","7","36","49","179"
"1994","1","01/08/1994","2","NJ","Paterson","0","36","4","3","6","6","17"
"1994","1","01/08/1994","3","MI","Detroit","16","306","5","12","38","61","190"
"1994","1","01/08/1994","3","OH","Canton","4","65","2","1","5","9","48"
"1994","2","01/15/1994","5","GA","Atlanta","7","221","1","1","20","46","153"
"1994","4","01/29/1994","9","WA","Tacoma","11","116","1","3","8","24","80"
"1994","6","02/12/1994","6","TN","Knoxville","19","147","2","4","11","25","105"
"1994","6","02/12/1994","9","OR","Portland","10","165","3","5","17","24","116"
"1994","7","02/19/1994","3","IN","South Bend","7","44","0","1","2","5","36"
"1994","7","02/19/1994","3","OH","Cleveland","3","181","11","7","16","37","110"
"1994","8","02/26/1994","3","WI","Milwaukee","13","121","5","0","2","27","87"
"1994","8","02/26/1994","6","AL","Mobile","7","76","3","2","12","16","43"
"1994","9","03/05/1994","1","MA","Worcester","11","69","0","1","3","4","61"
"1994","9","03/05/1994","9","CA","San Diego","20","168","4","3","19","34","108"
"1994","10","03/12/1994","3","OH","Cleveland","1","170","5","8","25","43","89"
"1994","10","03/12/1994","7","AR","Little Rock","4","59","2","1","1","16","39"
"1994","11","03/19/1994","7","LA","New Orleans","0","91","4","2","9","20","56"
"1994","13","04/02/1994","3","OH","Akron","0","51","3","2","7","5","34"
"1994","14","04/09/1994","8","NV","Las Vegas","7","142","2","3","14","28","95"
"1994","16","04/23/1994","9","HI","Honolulu","5","67","4","1","3","10","49"
"1994","17","04/30/1994","3","IN","Fort Wayne","3","44","4","0","1","8","31"
"1994","17","04/30/1994","4","MN","Saint Paul","1","63","0","1","5","15","42"
"1994","17","04/30/1994","9","CA","Glendale","2","22","0","0","1","6","15"
"1994","18","05/07/1994","2","NJ","Newark","9","100","5","2","26","29","38"
"1994","18","05/07/1994","7","TX","Houston","25","386","14","14","74","74","210"
"1994","20","05/21/1994","6","KY","Lexington","10","90","0","0","5","17","68"
"1994","21","05/28/1994","7","TX","Austin","2","66","5","3","10","9","39"
"1994","22","06/04/1994","3","OH","Canton","1","37","1","1","1","7","27"
"1994","24","06/18/1994","6","TN","Knoxville","5","76","1","1","3","16","55"
"1994","25","06/25/1994","3","IL","Rockford","3","53","2","2","4","12","33"
"1994","25","06/25/1994","9","OR","Portland","5","132","3","5","15","29","80"
"1994","27","07/09/1994","6","TN","Chattanooga","3","41","0","1","2","8","30"
"1994","27","07/09/1994","9","CA","San Diego","27","300","5","5","22","51","216"
"1994","28","07/16/1994","1","CT","Bridgeport","2","42","0","0","3","3","36"
"1994","28","07/16/1994","2","PA","Philadelphia","22","210","5","7","29","37","132"
"1994","28","07/16/1994","9","CA","Fresno","3","67","5","2","2","11","47"
"1994","29","07/23/1994","7","LA","Baton Rouge","0","51","3","2","7","5","34"
"1994","31","08/06/1994","1","CT","Hartford","0","60","2","1","12","11","34"
"1994","31","08/06/1994","7","LA","Baton Rouge","0","36","1","0","4","7","24"
"1994","31","08/06/1994","7","TX","El Paso","9","60","0","7","4","8","41"
"1994","33","08/20/1994","1","CT","Waterbury","3","34","0","1","2","5","26"
"1994","33","08/20/1994","5","FL","Miami","1","146","0","2","20","48","76"
"1994","35","09/03/1994","4","MN","Saint Paul","3","58","3","2","3","8","42"
"1994","38","09/24/1994","2","NJ","Paterson","2","30","3","0","5","9","13"
"1994","38","09/24/1994","3","IN","South Bend","2","55","1","2","5","6","41"
"1994","39","10/01/1994","4","KS","Wichita","1","57","1","3","4","7","42"
"1994","41","10/15/1994","1","CT","Waterbury","0","22","0","0","3","5","14"
"1994","42","10/22/1994","9","CA","Los Angeles","14","519","1","30","81","95","301"
"1994","42","10/22/1994","9","CA","Sacramento","15","172","3","4","21","31","113"
"1994","44","11/05/1994","4","IA","Des Moines","7","88","1","2","7","15","63"
"1994","44","11/05/1994","9","WA","Seattle","7","132","3","3","19","24","83"
"1994","45","11/12/1994","4","MN","Saint Paul","3","60","3","1","2","12","42"
"1994","46","11/19/1994","3","OH","Canton","7","36","1","0","0","8","27"
"1994","46","11/19/1994","5","VA","Norfolk","0","55","3","3","6","6","37"
"1994","46","11/19/1994","6","TN","Memphis","10","179","5","10","14","37","113"
"1994","47","11/26/1994","3","IN","Fort Wayne","3","55","0","0","4","7","44"
"1994","51","12/24/1994","1","CT","Bridgeport","2","44","0","1","5","9","29"
"1994","51","12/24/1994","2","NJ","Elizabeth","1","17","0","0","1","2","14"
"1994","51","12/24/1994","3","IN","Evansville","0","49","4","0","0","9","36"
"1994","52","12/31/1994","3","OH","Dayton","7","103","3","0","4","16","80"
"1994","52","12/31/1994","5","FL","Tampa","16","158","3","3","12","33","107"
"1994","52","12/31/1994","9","CA","Los Angeles","10","346","6","14","49","56","215"
"1995","2","01/14/1995","2","NY","Albany","4","33","1","2","5","3","22"
"1995","2","01/14/1995","9","CA","Los Angeles","14","480","4","22","63","89","297"
"1995","3","01/21/1995","2","NY","Schenectady","0","25","0","1","1","3","20"
"1995","4","01/28/1995","7","TX","El Paso","11","108","1","0","12","30","65"
"1995","5","02/04/1995","4","NE","Omaha","6","103","3","5","9","14","72"
"1995","8","02/25/1995","2","NJ","Paterson","4","40","0","0","10","9","21"
"1995","8","02/25/1995","2","PA","Scranton","3","35","0","0","2","3","30"
"1995","8","02/25/1995","3","WI","Milwaukee","11","184","2","9","13","27","133"
"1995","10","03/11/1995","5","VA","Richmond","7","75","1","3","6","19","46"
"1995","10","03/11/1995","6","TN","Nashville","11","165","3","6","11","36","109"
"1995","11","03/18/1995","6","KY","Lexington","11","76","0","2","4","20","50"
"1995","12","03/25/1995","4","MN","Minneapolis","13","172","4","6","13","23","126"
"1995","14","04/08/1995","5","FL","Miami","0","110","2","4","17","25","62"
"1995","15","04/15/1995","1","MA","Somerville","0","4","0","0","1","0","3"
"1995","15","04/15/1995","5","MD","Baltimore","12","101","3","3","16","15","64"
"1995","16","04/22/1995","2","NY","New York","60","1334","23","23","150","271","867"
"1995","16","04/22/1995","3","IN","Evansville","1","61","0","3","3","8","47"
"1995","16","04/22/1995","8","NM","Albuquerque","7","107","0","4","15","17","71"
"1995","17","04/29/1995","5","DC","Washington","4","149","7","5","16","37","84"
"1995","18","05/06/1995","2","NY","Schenectady","1","26","0","0","2","2","22"
"1995","19","05/13/1995","2","PA","Reading","2","22","0","0","2","4","16"
"1995","20","05/20/1995","5","VA","Richmond","4","67","1","4","15","14","33"
"1995","20","05/20/1995","6","TN","Memphis","9","151","4","8","13","33","93"
"1995","21","05/27/1995","7","TX","Houston","30","443","11","10","56","93","273"
"1995","22","06/03/1995","2","NY","Syracuse","7","66","0","2","4","10","50"
"1995","22","06/03/1995","3","OH","Dayton","5","108","3","3","7","12","83"
"1995","23","06/10/1995","4","MO","Saint Louis","5","119","3","3","8","12","93"
"1995","23","06/10/1995","6","TN","Knoxville","6","58","0","3","6","11","38"
"1995","24","06/17/1995","3","IN","Evansville","0","37","2","2","2","6","25"
"1995","27","07/08/1995","1","MA","Cambridge","1","18","0","0","2","2","14"
"1995","27","07/08/1995","5","FL","Tampa","12","134","5","5","16","26","82"
"1995","27","07/08/1995","5","NC","Charlotte","9","68","1","2","4","10","51"
"1995","27","07/08/1995","7","TX","Corpus Christi","0","30","0","0","6","3","21"
"1995","27","07/08/1995","7","TX","San Antonio","7","121","5","4","6","13","93"
"1995","28","07/15/1995","9","WA","Spokane","5","51","0","2","2","5","42"
"1995","32","08/12/1995","8","NV","Las Vegas","5","165","0","3","11","32","112"
"1995","34","08/26/1995","6","TN","Memphis","16","185","1","8","16","43","117"
"1995","36","09/09/1995","2","NY","Albany","4","42","0","1","3","2","36"
"1995","36","09/09/1995","2","NY","New York","32","1149","26","31","139","242","711"
"1995","37","09/16/1995","3","IN","Indianapolis","15","168","5","4","13","36","110"
"1995","37","09/16/1995","6","TN","Knoxville","6","77","1","3","7","16","50"
"1995","38","09/23/1995","2","NJ","Jersey City","0","42","1","4","2","15","20"
"1995","39","09/30/1995","2","NJ","Camden","2","28","0","1","6","4","17"
"1995","39","09/30/1995","3","OH","Cleveland","3","153","6","7","15","32","93"
"1995","41","10/14/1995","2","PA","Scranton","0","27","0","0","2","0","25"
"1995","41","10/14/1995","7","LA","Baton Rouge","4","50","3","4","8","5","30"
"1995","41","10/14/1995","9","CA","Los Angeles","7","222","1","8","21","45","147"
"1995","43","10/28/1995","2","NY","Buffalo","4","95","3","0","3","10","79"
"1995","44","11/04/1995","9","OR","Portland","7","123","4","3","10","16","90"
"1995","45","11/11/1995","3","MI","Grand Rapids","9","61","4","0","2","11","44"
"1995","46","11/18/1995","9","WA","Seattle","2","165","5","6","21","30","103"
"1995","50","12/16/1995","3","OH","Toledo","4","88","2","3","4","17","62"
"1995","51","12/23/1995","2","PA","Philadelphia","17","299","5","8","32","61","193"
"1995","52","12/30/1995","2","NJ","Newark","6","68","1","1","18","17","31"
"1995","52","12/30/1995","6","AL","Montgomery","1","23","0","0","1","7","15"
"1996","3","01/20/1996","2","NJ","Camden","4","31","2","1","4","5","19"
"1996","3","01/20/1996","2","NY","Rochester","10","135","3","4","7","17","104"
"1996","3","01/20/1996","3","OH","Cleveland","1","126","4","0","15","27","80"
"1996","4","01/27/1996","3","OH","Canton","4","43","1","2","0","2","38"
"1996","5","02/03/1996","8","NM","Albuquerque","6","93","2","4","11","18","58"
"1996","5","02/03/1996","9","CA","San Francisco","19","154","3","1","27","29","94"
"1996","6","02/10/1996","2","NY","Utica","0","18","0","0","0","1","17"
"1996","6","02/10/1996","7","LA","New Orleans","0","71","0","10","12","17","32"
"1996","7","02/17/1996","1","MA","Springfield","5","39","1","1","5","7","25"
"1996","9","03/02/1996","3","OH","Columbus","14","225","9","6","17","47","146"
"1996","10","03/09/1996","3","IN","South Bend","3","43","0","0","1","5","37"
"1996","10","03/09/1996","4","MN","Minneapolis","10","102","3","1","6","10","82"
"1996","10","03/09/1996","7","TX","El Paso","4","100","1","4","10","18","67"
"1996","11","03/16/1996","3","OH","Akron","0","55","2","1","1","6","45"
"1996","11","03/16/1996","4","NE","Lincoln","0","37","1","2","1","10","23"
"1996","11","03/16/1996","8","CO","Pueblo","2","35","0","2","2","3","28"
"1996","12","03/23/1996","4","NE","Omaha","6","95","5","3","9","14","64"
