"year","mun","cpro","pro","cmun","name","total","men","women"
"2017","03014","03","Alicante/Alacant","014","Alicante/Alacant","329988","160062","169926"
"2017","07040","07","Balears, Illes","040","Palma de Mallorca","406492","197833","208659"
"2017","18087","18","Granada","087","Granada","232770","107844","124926"
"2017","35016","35","Palmas, Las","016","Palmas de Gran Canaria, Las","377650","182881","194769"
"2017","48020","48","Bizkaia","020","Bilbao","345110","162571","182539"
