"year","mun","cpro","pro","cmun","name","total","men","women"
"2014","03014","03","Alicante/Alacant","014","Alicante/Alacant","332067","161343","170724"
"2014","07040","07","Balears, Illes","040","Palma de Mallorca","399093","194439","204654"
"2014","18087","18","Granada","087","Granada","237540","110512","127028"
"2014","35016","35","Palmas, Las","016","Palmas de Gran Canaria, Las","382283","185692","196591"
"2014","48020","48","Bizkaia","020","Bilbao","346574","163377","183197"
