"year","mun","cpro","pro","cmun","name","total","men","women"
"1996","03014","03","Alicante/Alacant","014","Alicante/Alacant","274577","131776","142801"
"1996","07040","07","Balears (Illes)","040","Palma de Mallorca","304250","147128","157122"
"1996","18087","18","Granada","087","Granada","245640","114904","130736"
"1996","35016","35","Palmas (Las)","016","Palmas de Gran Canaria (Las)","355563","174894","180669"
"1996","48020","48","Vizcaya","020","Bilbao","358875","170460","188415"
