"year","mun","cpro","pro","cmun","name","total","men","women"
"2016","03014","03","Alicante/Alacant","014","Alicante/Alacant","330525","160456","170069"
"2016","07040","07","Balears, Illes","040","Palma de Mallorca","402949","196220","206729"
"2016","18087","18","Granada","087","Granada","234758","108889","125869"
"2016","35016","35","Palmas, Las","016","Palmas de Gran Canaria, Las","378998","183816","195182"
"2016","48020","48","Bizkaia","020","Bilbao","345122","162732","182390"
