"year","mun","cpro","pro","cmun","name","total","men","women"
"2011","03014","03","Alicante/Alacant","014","Alicante/Alacant","334329","162212","172117"
"2011","07040","07","Balears, Illes","040","Palma","405318","198634","206684"
"2011","18087","18","Granada","087","Granada","240099","111629","128470"
"2011","35016","35","Palmas, Las","016","Palmas de Gran Canaria, Las","383343","186866","196477"
"2011","48020","48","Bizkaia","020","Bilbao","352700","166887","185813"
