"year","mun","cpro","pro","cmun","name","total","men","women"
"2015","03014","03","Alicante/Alacant","014","Alicante/Alacant","328648","159401","169247"
"2015","07040","07","Balears, Illes","040","Palma de Mallorca","400578","195144","205434"
"2015","18087","18","Granada","087","Granada","235800","109370","126430"
"2015","35016","35","Palmas, Las","016","Palmas de Gran Canaria, Las","379766","184254","195512"
"2015","48020","48","Bizkaia","020","Bilbao","345141","162564","182577"
