"year","mun","cpro","pro","cmun","name","total","men","women"
"2006","03014","03","Alicante/Alacant","014","Alicante/Alacant","322431","156772","165659"
"2006","07040","07","Illes Balears","040","Palma de Mallorca","375048","183443","191605"
"2006","18087","18","Granada","087","Granada","237929","110698","127231"
"2006","35016","35","Las Palmas","016","Palmas de Gran Canaria (Las)","377056","184295","192761"
"2006","48020","48","Vizcaya","020","Bilbao","354145","167652","186493"
