"year","mun","cpro","pro","cmun","name","total","men","women"
"2005","03014","03","Alicante/Alacant","014","Alicante/Alacant","319380","155204","164176"
"2005","07040","07","Balears (Illes)","040","Palma de Mallorca","375773","183977","191796"
"2005","18087","18","Granada","087","Granada","236982","110041","126941"
"2005","35016","35","Palmas (Las)","016","Palmas de Gran Canaria (Las)","378628","185494","193134"
"2005","48020","48","Vizcaya","020","Bilbao","353173","167314","185859"
