"year","mun","cpro","pro","cmun","name","total","men","women"
"2022","03014","03","Alicante/Alacant","014","Alicante/Alacant","338577","163548","175029"
"2022","07040","07","Balears, Illes","040","Palma","415940","203175","212765"
"2022","18087","18","Granada","087","Granada","228682","105522","123160"
"2022","35016","35","Palmas, Las","016","Palmas de Gran Canaria, Las","378797","182267","196530"
"2022","48020","48","Bizkaia","020","Bilbao","344127","162828","181299"
