"year","mun","cpro","pro","cmun","name","total","men","women"
"2004","03014","03","Alicante/Alacant","014","Alicante/Alacant","310330","150405","159925"
"2004","07040","07","Balears (Illes)","040","Palma de Mallorca","368974","180814","188160"
"2004","18087","18","Granada","087","Granada","238292","110593","127699"
"2004","35016","35","Palmas (Las)","016","Palmas de Gran Canaria (Las)","376953","184619","192334"
"2004","48020","48","Vizcaya","020","Bilbao","352317","166854","185463"
