"year","mun","cpro","pro","cmun","name","total","men","women"
"2018","03014","03","Alicante/Alacant","014","Alicante/Alacant","331577","160595","170982"
"2018","07040","07","Balears, Illes","040","Palma","409661","199652","210009"
"2018","18087","18","Granada","087","Granada","232208","107414","124794"
"2018","35016","35","Palmas, Las","016","Palmas de Gran Canaria, Las","378517","183034","195483"
"2018","48020","48","Bizkaia","020","Bilbao","345821","162931","182890"
