"year","mun","cpro","pro","cmun","name","total","men","women"
"1998","03014","03","Alicante/Alacant","014","Alicante/Alacant","272432","130607","141825"
"1998","07040","07","Balears (Illes)","040","Palma de Mallorca","319181","154748","164433"
"1998","18087","18","Granada","087","Granada","241471","112719","128752"
"1998","35016","35","Palmas (Las)","016","Palmas de Gran Canaria (Las)","352641","171964","180677"
"1998","48020","48","Vizcaya","020","Bilbao","358467","170187","188280"
