"year","mun","cpro","pro","cmun","name","total","men","women"
"2020","03014","03","Alicante/Alacant","014","Alicante/Alacant","337482","163385","174097"
"2020","07040","07","Balears, Illes","040","Palma","422587","206654","215933"
"2020","18087","18","Granada","087","Granada","233648","107829","125819"
"2020","35016","35","Palmas, Las","016","Palmas de Gran Canaria, Las","381223","183905","197318"
"2020","48020","48","Bizkaia","020","Bilbao","350184","165493","184691"
