"Year","WEEK","Week Ending Date","REGION","State","City","Pneumonia and Influenza Deaths","All Deaths","<1 year (all cause deaths)","1-24 years (all cause deaths)","25-44 years","45-64 years (all cause deaths)","65+ years (all cause deaths)"
"2013","26","06/29/2013","8","UT","Ogden","2","33","0","0","1","10","22"
"2013","32","08/10/2013","2","NY","Buffalo","8","86","1","1","6","18","60"
"2013","36","09/07/2013","4","IA","Des Moines","5","54","0","0","1","14","39"
"2013","37","09/14/2013","5","DC","Washington","10","164","4","6","12","49","93"
"2013","37","09/14/2013","9","CA","Pasadena","4","23","0","0","2","5","16"
"2013","45","11/09/2013","2","PA","Allentown","2","34","0","1","0","4","29"
"2013","45","11/09/2013","9","CA","Berkeley","1","14","0","0","0","1","13"
"2014","53","01/03/2015","6","AL","Montgomery","6","44","0","1","3","7","33"
"2014","5","02/01/2014","5","NC","Charlotte","9","143","4","2","11","33","93"
"2014","18","05/03/2014","1","CT","New Haven","6","42","0","0","4","8","30"
"2014","38","09/20/2014","1","MA","Boston","5","116","2","2","6","31","75"
"2014","38","09/20/2014","2","PA","Pittsburgh","5","77","2","0","5","7","63"
"2014","39","09/27/2014","8","NM","Albuquerque","10","130","3","3","8","35","81"
"2014","41","10/11/2014","1","MA","New Bedford","0","17","0","0","0","5","12"
"2014","41","10/11/2014","2","NY","Syracuse","2","78","0","1","1","19","57"
"2014","43","10/25/2014","9","CA","San Jose","9","202","2","5","8","37","150"
"2014","51","12/20/2014","2","NY","Utica","0","13","0","0","1","1","11"
"2015","6","02/14/2015","5","VA","Richmond","10","82","5","0","6","20","51"
"2015","6","02/14/2015","9","CA","Glendale","5","36","0","0","1","3","32"
"2015","12","03/28/2015","2","NJ","Elizabeth","1","22","0","0","1","6","15"
"2015","15","04/18/2015","5","DE","Wilimington","0","11","0","0","0","0","11"
"2015","44","11/07/2015","2","PA","Reading","1","40","1","0","0","9","30"
"2015","51","12/26/2015","4","MO","Kansas City","6","106","2","2","5","35","62"
"2016","1","01/09/2016","8","CO","Pueblo","1","16","0","0","2","2","12"
"2016","2","01/16/2016","9","CA","Berkeley","1","14","0","0","1","4","9"
"2016","23","06/11/2016","1","CT","Hartford","2","45","0","1","1","12","31"
"2016","23","06/11/2016","7","TX","El Paso","3","92","1","2","5","20","64"
"2016","26","07/02/2016","9","CA","Los Angeles","14","277","7","9","19","65","177"
"2016","28","07/16/2016","4","MN","Duluth","3","28","0","0","0","8","20"
"2016","34","08/27/2016","7","TX","Houston","22","349","8","11","28","55","247"
"2016","39","10/01/2016","9","WA","Seattle","0","0","0","0","0","0","0"
